,AFG,AGO,AIA,ALB,AND,ANT,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCD,TGO,THA,TJK,TKM,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WSM,XKX,YEM,ZAF,ZMB,ZWE
SWZ,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,6,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,2,0,6,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,46,0,0,0,0,0,0,0,0,0,0,46,2,2
SYC,0,0,0,0,0,0,0,0,0,0,16,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,8,4,0,4,0,22,0,0,38,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,10,6,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,4,0,0,36,0,0,0,0,0,0,0,0,0,0,14,0,0
SYR,0,0,0,0,0,0,14,6,0,0,44,6,4,0,18,2,0,0,2,6,0,0,0,0,0,0,6,2,0,0,0,0,26,18,2,8,0,0,0,0,0,2,0,0,0,0,0,0,2,12,70,0,0,0,0,8,0,32,0,14,0,12,4,0,68,0,0,90,2,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,2,0,20,2,28,10,0,12,24,0,22,10,4,2,0,0,0,0,2,10,2,22,0,8,0,0,6,0,2,0,0,8,0,0,0,0,12,0,0,0,2,0,2,0,0,0,0,0,0,16,0,0,0,0,0,12,0,0,6,2,18,2,2,4,0,0,2,0,6,0,0,4,0,2,0,32,6,0,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,0,2,4,0,0,0,16,38,0,0,0,2,0,0,92,4,0,0,0,0,0,0,0,0,6,6,0,0
TCD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,8,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,4,2,0,0,4,0,0,18,0,2,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,2,6,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,2,0,0,0,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0
TGO,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,24,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12,0,0,24,10,2,0,0,0,0,0,0,0,0,0,0,0,14,0,0,4,2,0,0,2,0,0,0,0,0,0,60,0,2,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,2,0,0,2,6,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,2,0,0,0,2,0,0,0,28,0,0,0,0,0,0,2,0,0,0,4,0,0
THA,10,2,0,2,0,0,6,64,178,2,928,320,0,0,314,12,12,56,174,6,0,0,166,0,0,0,332,0,6,26,2,2,472,434,36,980,10,24,6,0,0,196,0,2,2,22,0,0,160,254,760,0,0,152,10,0,16,224,0,352,164,2,240,2,730,0,6,1342,158,36,0,0,6,0,0,250,0,0,10,6,2,4,184,0,214,204,490,110,224,2,6,46,418,2,8,1652,8,64,2,92,0,0,566,12,64,30,0,0,0,2,86,0,156,12,4,8,0,0,10,0,254,0,2,6,4,32,0,8,4,0,0,4,6,366,6,0,4,46,2,328,68,42,264,32,256,18,44,170,0,10,274,2,216,6,0,46,138,248,4,114,18,16,274,2,0,2,0,0,210,0,0,0,42,18,208,0,0,2,2,2,0,0,0,0,0,2,300,0,474,36,30,184,8,2864,2,0,0,4,0,258,2,0,0,0,186,4,10
TJK,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,4,0,0,0,0,0,6,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,4,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,14,0,0,0,0,0,2,0,0,0,0,0,0,16,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,16,6,0,0,0,0,0,0,0,0,0,0,0,0
TKM,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
TON,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TTO,0,0,0,0,0,0,0,4,0,0,12,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,0,0,0,0,34,4,2,14,2,2,0,0,0,6,0,0,0,2,0,0,0,4,14,0,2,0,0,0,2,4,0,10,0,0,0,0,16,0,0,76,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,24,4,0,0,0,0,12,20,0,6,0,4,0,0,0,2,8,2,0,2,0,0,4,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,2,0,8,2,0,2,2,0,2,2,0,0,0,6,0,2,0,0,4,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,2,0,2,4,4,0,0,130,0,0,0,4,0,0,0,0,0,0,10,0,0
TUN,0,0,0,0,0,0,24,16,0,0,48,52,6,0,142,4,6,0,10,26,0,2,0,0,0,2,38,2,0,0,2,0,182,100,6,48,4,10,0,0,0,6,0,0,0,0,0,0,6,32,114,4,0,20,0,86,4,58,2,344,8,8,20,0,2540,0,4,156,0,2,0,2,0,0,0,46,0,0,0,0,0,0,6,0,10,2,44,14,40,0,0,26,296,2,20,62,2,12,0,0,0,0,10,16,0,42,0,10,0,0,2,0,4,4,0,122,0,0,0,0,20,0,0,4,2,0,2,0,0,4,0,0,0,6,0,0,4,4,0,58,14,2,6,24,6,0,8,2,0,0,42,0,110,4,0,72,14,24,2,368,6,20,6,0,0,2,0,0,16,0,0,0,2,6,26,0,0,16,2,2,2,0,0,0,2,0,58,0,10,4,2,12,4,250,0,0,0,4,0,6,0,0,0,0,18,0,0
TUR,0,0,0,12,0,0,68,266,404,0,580,732,314,0,654,0,8,26,326,14,0,42,358,0,2,4,660,6,4,0,0,0,824,856,248,950,0,6,0,0,0,390,0,0,8,64,0,0,296,718,2142,0,0,490,4,110,6,386,0,1284,222,0,462,0,1352,0,0,2156,368,0,0,0,4,0,0,808,6,2,6,2,0,4,318,0,616,26,646,186,796,44,14,420,1668,4,34,660,34,10,44,2,0,0,540,18,0,52,0,8,0,0,44,0,238,10,32,178,0,12,4,0,472,0,42,0,10,2,16,4,0,0,0,2,0,168,0,0,2,38,2,990,390,0,264,6,468,4,66,20,0,0,836,0,578,6,8,58,826,780,0,698,12,0,136,0,0,4,0,2,512,0,0,0,312,264,620,0,0,38,0,0,300,2,20,0,2,58,0,0,466,4,0,358,16,4732,12,0,0,20,0,50,0,0,0,0,398,4,10
TUV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TWN,0,0,0,0,0,0,18,222,348,0,1160,532,154,0,366,2,10,6,210,8,0,6,354,0,2,2,506,6,4,0,0,0,1090,728,278,4268,2,8,0,0,0,370,0,0,8,4,0,0,198,504,1438,0,0,316,2,12,14,272,0,924,198,4,436,0,1106,0,0,2036,338,2,0,0,18,0,0,518,0,0,4,0,0,6,196,0,430,158,1118,144,280,2,16,290,936,6,4,2348,0,8,2,0,0,0,1222,8,0,2,0,0,0,2,60,0,200,2,6,162,6,6,4,0,418,2,2,0,2,2,0,12,0,0,0,6,2,268,0,12,4,10,0,560,262,6,322,6,212,6,12,206,0,0,570,2,422,6,0,42,354,798,0,210,0,4,582,0,0,0,0,0,344,0,0,0,242,228,396,0,4,0,0,0,474,0,0,0,2,10,466,0,0,14,4,222,8,8298,4,0,2,14,0,236,0,0,0,0,274,4,2
TZA,4,0,0,0,0,0,2,8,2,0,88,28,0,8,76,14,20,8,4,0,0,0,0,0,0,4,22,6,0,0,14,0,58,160,8,38,6,42,10,2,0,6,0,0,10,0,0,0,0,6,138,0,0,110,2,0,10,10,4,44,0,36,14,0,60,0,10,552,2,64,0,2,10,0,0,6,0,0,2,0,0,2,6,4,6,14,44,10,4,0,2,6,80,2,4,38,0,186,0,6,0,0,38,0,2,0,0,0,0,0,2,2,0,2,0,4,0,0,12,0,2,0,0,6,0,4,0,2,30,0,0,4,34,18,10,0,10,32,0,126,104,6,26,2,18,2,6,16,0,2,2,0,20,2,0,0,4,12,22,10,14,32,4,0,0,0,0,2,2,0,0,0,0,0,144,2,2,0,2,2,36,0,0,0,4,4,4,0,14,0,144,0,4,586,0,0,0,4,0,6,2,0,0,0,178,50,30
UGA,6,4,0,0,2,0,0,12,0,0,84,32,0,34,134,6,18,10,0,0,0,0,0,0,0,6,30,0,0,0,10,0,142,94,6,14,10,26,40,12,0,8,0,0,0,0,0,0,0,2,100,4,0,88,0,0,2,4,2,28,4,34,12,0,90,0,8,518,0,36,0,4,6,0,0,8,2,0,2,2,0,0,0,8,6,42,26,16,0,4,6,12,58,6,2,14,0,244,0,8,0,0,4,0,2,6,2,0,0,0,2,0,0,2,0,0,0,0,8,0,8,0,0,4,0,2,0,2,18,0,0,0,44,20,6,0,10,46,4,124,38,4,2,0,8,4,16,6,0,2,2,0,6,2,0,0,4,6,54,8,12,18,6,0,2,0,0,2,0,0,0,0,10,0,130,4,4,2,2,0,30,0,0,0,4,2,0,0,4,144,0,2,0,844,0,0,0,2,0,24,0,0,0,0,218,50,44
UKR,0,0,0,0,0,0,4,28,246,0,182,340,10,0,348,0,4,2,278,2,0,20,282,0,0,0,486,0,8,0,0,0,184,566,66,558,0,4,0,0,0,206,0,0,0,56,0,0,184,478,1576,0,0,146,0,8,4,212,0,682,234,2,402,0,1076,0,0,1152,218,2,0,0,0,0,0,312,0,4,2,0,0,0,270,0,346,0,348,272,224,4,4,142,760,0,4,296,58,2,4,0,0,0,402,0,0,6,0,0,0,0,40,0,270,2,44,10,0,16,0,0,364,0,4,0,8,0,6,2,0,0,0,0,0,48,2,0,0,10,0,352,102,0,200,2,258,2,58,12,0,0,1254,0,250,6,0,40,446,1656,0,82,0,0,20,0,0,0,0,0,258,0,0,0,186,58,270,0,0,0,0,0,184,2,0,0,0,12,358,0,222,0,2,0,0,1536,12,0,0,4,0,132,0,0,0,0,94,0,2
URY,0,0,0,0,0,0,4,316,4,0,58,26,0,0,36,0,0,2,4,0,0,0,2,0,0,24,328,4,0,0,0,0,92,36,152,42,0,0,0,0,0,64,0,0,22,28,0,0,2,22,106,0,0,46,4,0,40,6,0,318,0,0,4,0,134,0,0,156,0,8,0,0,4,0,0,28,0,0,16,0,0,6,2,0,10,4,28,18,10,0,0,12,80,8,0,40,0,8,0,0,0,0,14,0,0,6,0,0,0,0,2,0,2,4,0,10,0,0,4,0,138,0,4,0,2,0,2,2,2,0,0,2,0,12,0,0,2,4,4,62,8,0,30,0,4,16,40,16,0,0,28,0,44,22,0,0,2,18,0,16,6,0,4,0,0,8,0,0,10,0,0,2,2,8,36,0,0,0,0,0,8,0,0,0,0,4,16,0,8,4,0,0,0,352,0,0,0,68,0,8,0,0,0,0,30,2,2
USA,46,18,2,28,2,2,844,3452,558,10,20788,6564,184,12,8838,78,134,724,716,54,46,58,454,48,60,168,11450,76,22,32,176,16,38342,15906,3288,59442,68,276,102,46,6,2220,2,4,430,170,0,0,542,3776,41702,0,26,7534,126,196,436,2262,10,18138,664,372,4528,44,27898,14,50,50836,552,460,0,16,86,8,2,4280,202,46,230,28,16,126,1000,128,2792,488,9942,3312,3186,190,690,8272,24824,156,474,20696,166,1394,46,168,2,50,17816,244,56,748,22,34,2,72,260,8,526,248,150,366,36,96,152,2,5800,2,92,138,84,34,36,106,112,6,0,38,372,1218,90,68,58,598,82,17462,4828,268,4042,150,1532,464,984,646,14,72,5802,6,3824,110,12,848,1834,6888,200,3430,90,176,5330,12,56,48,2,4,1026,0,0,4,854,1108,10864,46,36,92,4,28,2864,16,4,0,130,250,4732,0,8298,586,844,1536,352,0,56,24,6,570,24,884,18,4,0,44,4800,388,150
UZB,0,0,0,0,0,0,0,0,6,0,14,8,2,0,12,0,0,0,8,0,0,0,2,0,0,0,6,0,0,0,0,0,6,16,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,10,72,0,0,6,0,0,0,2,0,54,0,2,10,0,22,0,0,30,8,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,4,0,28,2,4,0,0,4,52,0,0,18,32,6,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,4,2,0,2,12,0,4,2,0,0,6,0,22,0,0,0,2,98,0,0,2,0,2,0,0,0,0,0,0,0,0,0,4,4,2,0,0,4,0,0,2,6,2,0,0,0,12,0,4,0,0,12,0,56,0,0,0,0,0,0,0,0,0,0,6,0,0
VAT,0,0,0,0,0,0,0,10,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,2,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,2,0,0,0,0,0,10,0,0,0,0,8,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,2,0,0
VCT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
VEN,0,0,0,4,2,0,2,142,4,0,38,18,0,0,46,0,0,0,6,0,0,0,0,0,0,34,212,2,0,0,0,2,90,52,142,38,0,2,0,4,0,178,0,2,34,46,0,0,0,12,98,0,2,20,10,2,82,6,0,424,0,0,24,0,196,0,0,168,0,0,0,0,2,0,0,22,0,0,12,2,0,14,0,0,4,2,26,0,10,0,2,12,120,4,0,30,0,6,0,0,0,0,16,2,0,2,0,0,0,0,4,0,0,0,0,12,0,0,4,0,212,0,0,0,2,0,0,2,0,0,0,4,0,4,0,0,2,6,4,48,18,0,14,0,10,26,80,2,0,0,16,0,26,12,0,0,2,14,0,24,0,2,6,0,0,4,0,0,4,0,0,2,10,2,22,0,0,0,0,0,4,0,0,0,4,4,20,0,14,4,2,4,68,570,0,0,0,0,0,2,0,0,0,0,26,0,2
VGB,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0
VNM,4,4,0,0,0,0,4,28,2,0,362,40,0,0,212,0,8,34,16,0,0,0,4,0,0,6,166,0,2,4,6,2,118,232,18,464,8,8,2,0,0,12,0,0,0,10,0,0,0,22,418,0,0,104,8,2,6,22,0,178,2,18,28,0,674,0,4,634,0,26,0,0,6,0,0,22,0,0,2,0,0,2,12,0,22,114,114,132,12,0,2,4,236,4,0,608,2,24,0,62,0,0,638,2,28,8,0,0,0,0,24,0,4,0,0,8,2,0,8,0,32,0,4,4,0,12,0,8,2,0,0,0,2,120,0,0,2,22,6,312,42,18,28,4,34,2,18,70,0,2,212,2,28,2,0,4,168,304,2,16,4,6,132,2,0,4,0,0,6,0,0,0,10,32,140,0,0,0,0,0,258,0,0,0,0,6,50,0,236,6,24,132,8,884,0,0,0,2,0,0,2,0,0,0,46,2,4
VUT,0,0,0,0,0,0,0,0,0,0,14,2,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,2,0,0,2,0,0,2,0,0,4,18,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,2,0,0,10,0,0,0,2,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,10,0,0,0,0,2,2,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,18,0,0,0,0,0,2,0,0,0,0,2,0,0
WSM,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
XKX,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YEM,0,0,0,0,0,0,10,0,0,0,2,2,0,0,2,0,0,2,0,8,0,0,0,0,0,0,0,0,6,0,0,0,2,6,0,6,0,2,0,0,0,0,0,0,0,2,0,0,0,8,24,0,0,0,0,0,2,78,0,6,0,0,0,0,18,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,6,0,8,12,0,2,4,0,0,0,0,0,0,2,8,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,10,0,4,0,0,0,10,2,0,0,0,0,0,2,0,2,0,0,10,0,0,0,92,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0
ZAF,6,6,0,2,0,0,36,356,234,0,1686,422,152,6,680,20,42,34,58,6,0,2,160,0,2,4,658,4,6,0,98,4,1194,1008,384,880,18,140,40,14,0,214,0,0,18,64,0,0,16,392,1878,0,0,524,4,36,18,116,4,898,34,86,280,26,1590,0,12,3820,164,154,0,6,20,2,0,336,4,0,22,0,2,0,102,4,340,40,946,174,238,10,28,322,968,20,18,656,8,364,6,12,0,6,246,18,10,36,0,4,0,0,32,14,8,18,16,190,4,6,28,0,346,0,0,16,2,4,0,10,74,4,0,36,142,102,158,4,10,390,4,1292,560,14,308,38,140,4,76,44,2,2,492,0,392,8,0,32,272,498,44,210,44,26,66,0,10,0,0,2,228,0,0,0,234,196,830,46,14,6,2,4,186,0,0,0,10,18,398,0,274,178,218,94,30,4800,6,2,0,26,0,46,2,0,0,0,0,128,240
ZMB,2,0,0,0,0,0,0,10,0,0,38,0,0,2,34,2,8,4,0,0,0,0,0,0,0,0,8,0,0,0,8,0,20,64,2,14,6,6,4,0,0,0,0,0,0,0,0,0,0,0,26,0,0,36,0,0,2,0,0,12,0,6,2,0,20,0,4,218,0,10,0,0,8,0,0,6,2,0,6,0,0,0,0,0,0,6,20,0,0,0,0,0,20,2,0,56,0,52,0,2,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,4,2,2,0,0,14,0,0,2,30,4,6,0,2,14,0,42,36,4,6,0,12,0,4,0,0,2,0,0,2,0,0,0,0,2,32,12,2,6,0,0,0,0,0,0,0,0,0,0,0,0,26,2,0,0,0,0,4,0,0,0,0,0,4,0,4,50,50,0,2,388,0,0,0,0,0,2,0,0,0,0,128,0,30
