,ABW,AFG,AGO,AIA,ALB,AND,ANT,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRO,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAF,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SHN,SJM,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,VAT,VCT,VEN,VGB,VNM,VUT,WSM,XKX,YEM,ZAF,ZMB,ZWE
TUN,0,4,2,2,22,4,0,216,82,10,0,184,116,10,0,316,20,0,20,26,40,30,0,16,8,2,0,4,170,2,6,0,4,4,398,154,46,342,12,42,20,0,0,52,0,2,8,8,0,0,22,90,488,4,0,74,2,406,18,296,0,788,38,32,74,6,0,3544,2,2,0,446,18,28,0,6,10,0,0,138,0,2,4,0,0,4,66,2,34,22,258,68,210,32,8,60,738,8,102,118,32,38,8,2,0,0,108,80,0,112,2,24,0,0,10,0,20,18,22,0,216,2,14,4,0,112,0,16,10,16,2,24,2,6,8,0,12,6,98,2,0,8,46,2,2,108,48,18,0,50,74,134,10,22,32,0,0,172,0,288,12,28,0,156,84,104,2,1928,26,34,70,0,0,2,0,4,2,0,80,0,0,0,32,34,92,0,0,2,14,0,2,16,36,4,0,0,4,2,0,260,2,96,14,22,36,22,514,2,0,0,6,0,90,2,2,8,12,144,14,4
TUR,0,18,2,0,88,6,0,446,574,668,0,1608,1486,694,4,1388,18,0,8,168,608,64,4,122,548,6,2,12,1364,12,12,0,18,0,1644,1782,530,2586,26,100,16,6,0,668,0,8,42,186,0,2,690,1514,3858,0,0,1164,12,322,288,912,4,2708,474,74,978,12,0,2848,2,0,2,4930,582,56,0,0,16,2,0,1580,8,2,24,4,0,4,770,2,1134,284,1788,686,1886,364,154,890,3514,14,166,1360,184,40,132,12,0,2,1260,206,0,188,4,56,0,2,212,0,548,84,388,0,388,12,58,2,0,902,0,138,4,92,6,90,136,18,0,0,154,10,794,2,4,0,252,8,2,2134,988,50,0,486,96,1616,34,236,132,2,2,1672,0,1362,30,200,0,460,1446,1772,4,1634,44,32,382,0,0,2,2,8,6,8,954,0,0,2,690,598,1604,4,0,2,30,0,4,12,696,38,4,2,4,4,260,0,2,946,20,30,672,70,7392,98,0,0,66,0,176,2,4,42,16,900,20,12
TUV,0,0,0,0,2,0,0,2,2,2,0,4,2,0,0,2,2,0,2,0,2,0,0,2,2,0,0,2,2,0,0,0,0,0,2,0,2,2,0,2,2,0,2,2,0,0,2,0,0,0,2,0,2,0,0,2,0,2,2,2,0,2,0,0,2,4,0,2,2,2,0,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0,0,2,2,2,2,0,2,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,2,0,2,0,0,2,0,0,0,0,0,2,0,0,0,2,2,2,2,2,0,0,2,2,2,2,2,2,0,2,2,0,2,0,2,0,0,2,2,0,2,2,2,2,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,2,2,0,0,0,4,2,2,2,0,2,0,2,2,2,2,0,0,0,0,0,2,2,4,2,0,2,2,2
TWN,0,2,2,2,16,4,0,330,392,480,2,2288,862,232,0,786,32,0,12,74,438,16,2,36,484,4,6,16,1120,18,34,2,16,0,1924,1284,506,10126,6,36,14,2,0,602,0,2,32,24,0,0,284,926,2686,2,0,574,2,38,288,490,0,1684,324,68,556,14,2,2008,2,6,4,3650,514,30,0,2,18,0,0,684,0,2,28,4,0,4,354,0,794,708,2402,398,548,42,66,584,1884,12,68,4108,36,70,14,34,2,0,2398,52,2,30,6,2,0,2,246,0,342,44,298,0,244,54,30,6,0,582,2,28,4,36,36,42,50,14,0,0,14,22,1206,16,12,6,86,8,2,1062,504,64,2,592,36,694,52,96,552,4,8,1108,0,690,16,80,0,298,448,1380,4,808,20,26,1198,0,0,2,2,8,0,0,626,0,4,0,312,358,784,16,0,8,8,0,2,6,1072,2,0,0,4,4,96,946,2,0,26,26,346,40,10472,68,2,0,36,0,916,2,4,4,14,560,4,8
TZA,0,2,4,2,6,0,0,10,20,0,0,190,28,2,24,150,62,0,82,72,4,6,0,2,0,0,0,8,80,2,10,8,48,4,192,338,16,242,58,82,58,20,0,34,4,2,16,2,0,0,4,22,380,0,0,148,6,10,10,24,4,116,8,166,72,10,0,138,0,0,18,896,8,154,0,24,36,6,6,12,0,2,6,2,4,10,10,18,4,40,184,32,18,6,4,20,124,10,14,92,10,434,4,28,0,6,50,4,22,6,14,6,0,0,26,4,4,10,4,0,8,0,4,44,6,44,0,6,54,4,22,2,8,68,4,0,4,138,38,22,2,32,178,6,0,208,146,66,0,60,12,74,10,44,36,0,14,26,0,36,4,6,0,12,14,24,98,38,34,44,26,0,0,6,22,2,0,2,10,8,0,2,14,4,252,10,0,8,2,0,10,22,70,4,0,6,2,10,14,20,0,26,0,280,8,4,1288,2,0,0,4,0,34,2,0,2,6,438,106,78
UGA,0,4,14,2,6,0,0,18,40,4,0,180,56,12,16,240,60,0,92,60,8,4,0,12,4,2,2,10,104,2,6,4,54,6,310,214,24,102,56,70,82,30,0,46,4,2,26,6,2,0,6,18,244,0,0,82,10,14,20,46,2,100,16,174,42,6,0,206,2,2,16,1158,12,138,0,30,32,6,0,40,2,2,4,4,2,6,12,26,12,42,172,36,24,10,8,28,126,14,24,64,12,484,20,24,0,0,58,10,10,8,18,2,0,2,20,10,10,6,4,0,12,2,2,10,4,42,0,6,44,4,18,2,12,52,2,0,6,170,44,28,4,36,222,6,2,320,138,48,0,62,16,54,14,44,24,0,6,40,4,44,8,6,0,12,24,50,110,24,28,48,28,0,0,4,34,4,0,2,12,28,0,4,10,10,202,12,0,8,2,0,16,20,80,2,0,4,4,10,22,30,2,26,280,0,22,12,1840,2,0,0,6,2,56,4,4,2,10,550,136,132
UKR,0,0,2,2,24,4,0,58,142,486,0,512,972,206,0,738,10,0,8,24,460,2,0,66,444,2,2,8,882,0,0,2,10,2,332,1024,116,1242,6,16,20,2,0,438,0,0,8,158,0,0,300,1134,2262,0,2,562,2,118,274,348,0,1096,452,24,810,2,0,1556,2,2,4,2184,386,18,0,0,12,0,0,806,2,0,20,2,2,28,632,4,840,194,744,644,334,24,30,252,1380,8,26,646,322,22,28,2,0,0,794,14,2,28,4,8,0,4,194,4,610,34,636,0,32,4,52,2,0,570,0,64,6,46,0,64,8,16,0,0,0,8,340,8,2,0,36,8,2,774,374,16,0,310,16,462,16,214,148,0,2,2756,0,662,16,6,0,240,706,2468,4,290,10,12,62,0,0,0,0,6,4,0,438,2,0,4,918,328,718,4,0,0,8,0,2,10,480,8,0,0,2,6,36,672,2,346,8,22,0,24,2092,92,0,0,38,0,174,2,4,10,2,328,12,10
URY,0,2,6,0,8,2,0,16,680,14,0,180,74,0,0,102,4,0,2,14,10,0,0,10,14,6,2,42,778,12,8,2,2,0,178,94,308,140,4,16,4,2,0,194,0,2,76,48,0,0,8,78,248,0,2,116,28,24,124,34,0,594,22,10,62,6,0,304,2,0,0,364,26,6,0,0,6,2,0,56,2,2,26,0,2,20,34,0,50,24,108,54,40,0,16,60,214,4,16,100,2,22,4,0,0,0,58,8,0,8,0,0,0,2,6,0,24,10,24,0,14,2,10,0,0,320,0,8,0,20,2,2,2,6,0,0,2,6,30,0,2,0,38,22,2,174,72,8,0,78,12,22,56,116,26,0,0,90,0,102,56,8,0,6,32,74,0,28,6,10,40,0,0,2,0,16,0,0,32,0,0,6,20,36,108,2,0,2,4,0,2,2,36,2,0,0,4,4,22,70,2,40,4,12,24,0,726,0,0,0,110,0,14,2,6,2,2,76,6,2
USA,8,66,46,10,104,14,0,2822,5022,924,20,36454,10650,508,28,14218,180,10,350,1712,1276,138,104,194,780,58,72,246,20988,122,68,56,480,22,58648,25758,6180,131972,232,578,376,178,14,4400,6,20,780,482,56,22,956,6212,60270,10,50,13236,250,394,1404,5026,10,28514,1290,1288,7376,134,22,40364,10,24,124,83722,974,1236,10,118,176,18,34,6574,316,76,402,58,64,210,1758,262,4456,1468,18960,5912,7154,808,1054,12406,36612,216,1206,28720,542,2544,78,334,6,102,22424,562,178,1276,142,92,18,118,704,40,1186,594,720,4,734,154,114,302,4,8762,0,222,372,222,236,90,338,424,8,0,72,804,2700,164,106,148,1708,174,2,27270,8358,760,0,6044,306,3810,894,2004,1258,40,112,9326,22,6142,194,218,2,2362,2872,10992,414,6790,170,396,8646,6,0,24,188,104,12,28,1928,34,4,40,1432,1728,17624,62,2,34,116,2,46,80,4650,52,2,14,12,196,514,7392,2,10472,1288,1840,2092,726,0,178,66,14,600,20,2202,42,64,44,90,8708,666,448
UZB,0,2,0,0,2,0,0,8,4,72,0,84,80,14,0,70,0,0,0,0,68,2,0,6,66,0,0,2,70,0,2,0,0,0,12,76,6,226,0,0,0,0,0,62,0,0,0,0,0,0,58,94,154,0,0,10,0,0,60,68,0,122,64,0,68,0,0,90,0,0,0,130,82,2,0,0,0,0,0,68,0,0,0,0,0,0,66,0,62,8,84,70,66,0,2,22,100,0,2,38,56,0,14,0,0,0,132,2,0,2,0,0,0,0,14,0,66,0,64,0,8,0,2,2,0,68,0,0,0,0,0,8,6,2,0,0,8,0,78,0,0,0,2,0,0,10,12,0,0,62,2,72,0,4,0,0,0,64,0,74,0,0,0,56,4,268,0,62,0,2,0,0,0,0,0,0,0,0,76,0,0,0,12,2,10,0,0,0,0,0,0,0,66,10,0,0,0,0,2,98,0,68,2,2,92,0,178,0,0,0,0,0,0,0,0,2,0,4,0,0
VAT,0,0,0,0,0,0,0,0,10,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,8,2,62,6,0,0,0,0,0,2,0,0,0,0,0,0,0,2,20,0,0,0,0,0,0,2,0,14,0,0,0,0,0,20,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,2,0,0,0,2,40,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,4,0,0
VCT,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,2,0,4,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,2,0,0
VEN,0,2,6,0,10,2,0,14,252,24,0,156,60,18,0,82,4,0,6,14,22,0,0,6,2,6,0,58,390,14,8,2,2,0,150,90,236,110,8,8,10,0,0,386,0,2,80,68,2,0,16,74,202,0,0,84,24,10,334,36,0,374,14,6,70,4,2,250,0,0,2,378,16,2,0,0,4,2,0,58,8,2,26,10,10,8,44,0,54,38,68,36,40,4,12,40,186,6,2,128,4,22,10,0,0,0,68,4,4,4,2,0,0,0,2,0,34,4,10,0,22,0,8,2,0,316,0,10,2,16,2,2,0,8,0,0,6,4,16,0,2,0,16,18,0,136,72,6,0,36,6,42,64,154,22,0,0,80,0,78,38,4,0,8,64,70,0,22,2,4,38,0,0,2,0,14,0,0,22,0,0,8,32,26,90,0,0,4,8,0,0,2,44,2,0,0,2,6,6,66,0,36,4,6,38,110,600,0,0,0,0,0,20,0,4,0,2,76,2,0
VGB,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,2,4,8,0,0,2,0,0,0,0,0,2,0,2,0,0,0,4,0,0,0,12,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,20,0,0,0,0,0,0,0,0,0,0,14,0,0
VNM,0,20,2,2,10,2,0,96,84,8,2,1678,186,42,2,510,24,0,38,196,44,12,0,8,42,0,2,10,358,4,22,14,22,0,472,360,94,1834,30,58,36,22,0,222,0,4,38,18,0,0,24,204,1058,0,0,198,6,182,54,258,0,428,84,154,124,10,0,1450,2,4,18,1374,48,72,0,0,14,2,0,158,0,2,12,12,2,32,56,4,190,314,1058,202,1110,200,12,72,582,10,80,1870,46,108,42,134,4,0,2066,162,118,22,14,30,0,2,58,2,30,36,20,0,32,2,4,18,0,138,0,20,12,20,72,2,32,32,0,0,6,26,930,14,16,0,168,10,2,514,284,98,0,196,18,506,22,72,300,0,12,416,0,166,16,18,0,64,224,744,14,590,16,32,608,0,0,2,4,10,0,2,92,2,0,4,54,38,310,4,0,2,22,0,6,12,740,4,0,0,4,8,90,176,2,916,34,56,174,14,2202,0,0,0,20,0,0,2,2,6,18,218,16,10
VUT,0,0,0,0,2,0,0,2,2,2,0,46,4,0,0,2,4,0,4,0,2,0,0,2,2,0,0,2,2,0,0,0,0,2,32,2,2,4,2,4,4,0,0,2,0,0,2,0,0,0,2,0,12,0,4,2,0,2,4,4,2,2,0,2,2,14,0,14,2,2,0,8,2,2,0,2,2,2,0,0,0,0,2,0,0,0,0,0,2,2,4,2,2,2,0,0,2,2,2,10,0,4,0,2,0,0,2,2,2,0,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,2,0,2,2,2,0,0,2,2,2,0,0,2,2,0,8,2,6,2,4,2,2,2,0,20,2,4,2,2,2,0,6,2,0,10,0,2,0,0,2,4,0,2,4,4,2,0,0,2,0,2,0,0,2,2,0,0,0,0,10,0,0,0,2,0,4,4,2,0,0,0,8,2,2,2,2,2,2,4,2,2,42,0,0,0,0,0,2,0,8,2,2,4,2,4
WSM,0,0,0,0,2,0,0,2,6,4,0,52,6,0,0,6,2,0,2,0,2,0,0,2,2,2,0,4,8,4,0,0,0,0,6,0,8,10,0,6,2,0,8,8,0,0,2,0,0,0,2,2,6,0,0,2,0,2,8,2,0,6,4,6,4,24,0,16,2,4,0,22,2,2,0,0,4,0,0,4,2,0,0,0,0,0,0,0,6,6,8,2,6,0,0,2,8,4,2,10,0,8,4,0,0,0,4,6,0,0,0,0,0,0,2,0,4,0,2,0,4,0,0,0,0,8,0,6,0,6,0,0,2,0,0,0,0,2,6,0,8,0,4,4,4,12,4,0,0,28,4,4,8,6,8,0,8,4,0,8,2,2,0,0,6,4,0,2,4,4,6,0,0,4,0,2,0,0,2,0,0,2,0,0,4,0,0,0,4,0,2,2,4,0,0,0,14,2,2,4,4,4,0,4,4,6,64,0,0,0,4,0,2,8,0,2,0,6,2,2
XKX,0,0,0,0,52,0,0,6,6,10,0,18,38,6,0,26,2,0,2,0,18,4,0,44,6,0,0,2,12,0,0,0,4,0,16,12,6,6,2,2,2,0,0,4,0,0,4,0,0,0,8,14,66,0,0,18,0,6,4,10,0,28,12,2,14,2,0,28,2,0,0,74,16,10,0,0,6,0,0,18,0,0,0,0,0,0,58,0,16,2,14,16,10,2,8,20,40,2,6,8,6,6,6,2,0,0,8,4,0,2,0,2,0,0,4,0,16,6,14,0,10,0,10,0,0,6,0,40,0,16,0,16,2,0,0,0,0,2,8,2,0,0,10,2,2,26,22,2,0,4,4,8,4,10,4,0,0,30,0,22,0,6,0,2,16,16,0,10,2,4,8,0,0,0,0,2,2,0,46,0,0,0,12,44,34,2,0,0,2,0,4,4,6,2,0,0,2,2,8,42,2,4,2,2,10,2,44,2,0,0,0,0,6,2,2,0,0,24,6,4
YEM,0,2,0,0,2,0,0,42,4,0,0,18,2,4,0,10,4,0,4,10,2,26,0,2,0,0,0,0,6,2,6,0,2,2,26,12,2,108,4,4,4,0,0,8,0,2,2,2,0,0,4,8,38,0,0,6,2,14,4,302,4,22,8,14,8,2,0,20,0,2,0,64,6,8,0,2,0,2,0,8,0,2,2,0,0,0,10,0,4,10,90,12,18,32,2,4,28,2,60,14,2,12,4,2,0,0,24,26,4,6,0,6,2,0,4,0,2,2,2,0,36,0,2,0,0,16,0,2,4,4,2,2,0,6,2,0,2,8,228,2,0,4,24,0,0,24,10,6,0,6,22,38,4,6,4,0,2,16,0,10,2,8,0,44,16,14,6,390,22,4,6,0,0,2,0,0,0,2,10,4,0,0,2,6,6,0,0,2,6,0,2,2,4,2,0,0,2,0,12,16,0,14,6,10,2,2,90,0,0,0,2,0,18,2,0,0,0,14,2,2
ZAF,0,4,50,2,28,4,0,450,748,416,0,3534,934,386,10,1386,120,0,116,188,202,44,10,44,260,8,6,22,1628,22,20,12,440,4,2422,2106,808,2686,66,350,130,48,0,536,4,8,76,196,0,2,82,838,3546,0,2,1046,14,150,104,380,8,1874,152,396,736,34,16,2770,4,4,18,7772,332,520,0,14,66,10,2,784,8,6,46,14,6,16,340,16,662,304,2264,406,646,100,88,682,2160,24,90,1374,58,874,38,38,0,16,688,44,24,94,28,38,0,2,96,48,122,56,90,0,344,6,38,54,4,676,0,68,50,76,18,32,28,232,8,0,112,282,364,348,20,30,2000,10,2,2490,1080,126,0,606,90,584,54,380,216,4,8,1088,2,938,54,92,0,204,656,1178,108,718,146,98,360,0,0,6,36,8,4,0,472,10,2,6,470,376,1826,102,0,38,14,0,10,36,590,12,0,6,4,34,144,900,2,560,438,550,328,76,8708,4,4,2,76,14,218,4,6,24,14,0,308,544
ZMB,0,0,4,2,8,0,0,12,24,4,0,60,24,4,6,60,20,0,26,16,14,0,0,4,4,0,0,6,46,2,2,2,34,0,112,94,16,72,16,28,40,16,0,20,2,0,2,0,0,0,2,6,100,0,0,26,6,6,6,20,0,40,2,52,24,2,0,70,2,0,0,420,4,64,0,4,22,0,0,12,0,0,16,0,0,2,12,12,4,20,82,36,18,6,4,12,58,6,12,92,4,138,0,12,0,4,18,4,6,8,4,6,0,0,14,4,6,2,6,0,4,0,8,6,0,26,0,4,16,6,2,6,4,28,0,0,2,94,24,26,0,8,94,6,2,62,70,18,0,22,6,44,6,10,14,0,4,20,0,16,4,8,0,2,12,10,32,20,18,16,18,0,0,2,24,4,2,0,16,6,0,0,4,6,64,6,0,0,4,0,4,10,28,0,0,0,2,6,14,20,2,4,106,136,12,6,666,0,0,0,2,0,16,2,2,6,2,308,0,102
ZWE,0,0,2,0,4,0,0,8,18,2,0,72,14,6,4,48,14,0,16,22,2,0,0,4,4,0,0,2,46,0,0,0,82,4,84,100,18,62,12,24,20,42,0,26,0,0,4,0,0,0,4,6,64,0,0,34,2,6,6,12,2,40,4,60,8,2,0,136,2,0,10,426,4,40,0,4,10,2,0,4,0,0,6,2,0,4,0,16,2,12,108,12,16,4,2,2,42,4,2,14,2,120,0,12,0,0,10,2,6,6,4,2,0,0,4,12,0,6,4,0,2,0,0,4,0,38,0,4,8,2,2,0,4,44,2,0,4,130,16,20,0,8,52,4,2,78,44,4,0,16,6,32,4,22,22,0,4,18,0,12,2,2,0,0,8,6,20,8,4,12,12,0,0,2,8,4,0,0,4,4,0,0,0,6,42,6,0,2,4,0,6,6,46,2,0,0,2,4,4,12,2,8,78,132,10,2,448,0,0,0,0,0,10,4,2,4,2,544,102,0
