,ABW,AFG,AGO,AIA,ALB,AND,ANT,ARE,ARG,ARM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BES,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRO,FSM,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUF,GUY,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAF,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NIU,NLD,NOR,NPL,NZL,OMN,PAK,PAN,PER,PHL,PLW,PNG,POL,PRK,PRT,PRY,PSE,PYF,QAT,REU,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SHN,SJM,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TWN,TZA,UGA,UKR,URY,USA,UZB,Unnamed: 1,VAT,VCT,VEN,VGB,VNM,VUT,WSM,XKX,YEM,ZAF,ZMB,ZWE
SWE,0,0,2,11,11,0,0,179,355,187,0,2476,1557,153,4,1743,21,0,13,101,196,32,0,38,156,2,1,41,1121,5,13,6,21,1,2200,2517,437,3093,12,27,21,4,0,257,1,0,54,58,0,1,125,999,5813,0,2,3099,3,47,44,205,0,2847,386,119,2538,6,1,3723,0,13,1,8001,140,69,0,3,5,8,0,911,2,15,6,4,0,2,290,4,821,96,914,771,435,83,369,639,3675,8,52,1522,34,158,21,13,0,1,635,50,6,54,12,8,0,10,81,1,323,107,203,0,157,5,18,7,3,314,1,23,12,54,13,6,45,50,2,0,6,32,278,50,10,1,85,10,0,3320,2575,35,403,39,258,27,98,64,1,7,1401,0,975,3,92,0,71,0,536,1205,39,247,15,9,386,0,3,1,8,1,3,2,312,0,0,5,395,500,0,3,0,4,1,0,3,4,183,1,0,0,0,8,46,558,0,331,104,84,306,27,8225,10,0,0,0,16,0,124,5,0,11,12,775,25,14
SWZ,0,0,0,0,1,0,0,0,0,0,0,6,1,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,5,0,3,16,0,1,2,1,2,1,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,7,1,2,1,0,0,7,0,0,0,17,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,2,0,1,1,0,5,0,0,1,0,10,0,0,0,0,1,0,0,0,1,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,6,0,1,0,0,3,0,0,8,1,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,5,9,1,0,54,0,0,0,0,0,0,1,0,0,1,0,55,6,5
SXM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYC,0,0,0,0,0,0,0,1,3,0,0,10,3,0,0,4,2,0,1,1,0,0,0,1,0,0,0,0,3,2,1,0,2,0,6,12,2,4,1,1,1,1,0,2,1,0,2,2,0,1,1,1,6,1,1,2,0,2,2,2,0,6,1,2,2,1,0,11,0,0,0,22,0,5,0,1,1,0,0,3,1,1,0,0,0,0,1,0,2,1,3,2,3,0,2,2,5,4,1,2,1,4,1,0,0,0,2,1,1,1,0,0,0,0,0,0,1,1,1,0,2,0,0,2,0,2,0,0,1,1,1,0,1,3,0,0,6,1,1,1,3,0,3,0,0,6,2,1,2,0,1,1,2,1,0,0,2,0,2,1,1,0,0,0,1,2,0,2,0,0,2,0,0,1,0,0,0,0,1,0,0,2,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,0,3,2,2,0,2,18,0,0,0,0,2,0,2,0,0,0,1,14,1,1
SYR,0,0,1,0,0,0,0,5,4,0,0,6,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,12,2,0,12,1,0,0,0,0,0,0,1,1,0,0,0,0,5,17,0,0,1,0,0,0,15,0,4,0,1,0,0,0,21,0,0,0,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,8,1,15,0,0,0,11,0,8,6,0,0,0,0,0,0,3,0,0,10,0,2,0,0,0,0,0,0,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,1,3,1,0,0,3,0,0,0,0,0,2,0,4,0,0,0,8,0,1,2,0,15,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6,3,0,0,0,0,0,2,40,0,0,0,0,1,0,5,0,0,0,2,2,0,0
TCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCD,0,0,0,2,0,0,0,2,2,2,0,2,2,0,0,5,3,0,1,3,1,2,0,0,0,0,0,0,2,0,2,1,2,0,3,11,2,2,4,15,3,0,0,2,0,0,2,0,0,0,0,0,2,0,0,2,0,4,2,3,0,3,2,4,2,0,0,24,0,2,1,19,2,3,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0,2,3,2,2,2,2,2,5,0,2,2,2,3,2,1,0,0,2,2,0,2,2,0,0,0,2,0,0,3,0,0,3,0,0,0,0,2,0,0,1,1,1,0,0,3,2,0,0,0,2,2,0,2,3,0,0,4,2,2,2,0,2,2,3,2,0,1,2,0,3,0,2,0,2,0,2,2,2,2,0,3,2,0,0,0,0,0,0,0,2,0,0,0,2,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,0,2,2,2,2,2,12,0,0,0,0,0,0,2,0,0,0,2,4,3,0
TGO,0,0,0,3,0,0,0,3,4,3,0,6,4,0,2,10,20,0,15,3,5,3,0,0,0,0,1,0,6,0,3,1,0,1,8,10,4,17,13,9,10,5,0,5,0,0,3,0,0,0,0,1,17,0,0,6,0,4,3,4,0,9,3,4,4,0,0,40,0,3,1,22,1,18,0,6,2,1,0,3,0,0,0,0,0,1,3,1,0,4,9,4,4,3,4,3,19,0,4,6,1,8,3,1,0,0,4,3,0,3,5,2,0,0,3,1,0,3,0,0,4,0,0,2,0,5,0,0,10,0,2,1,0,6,3,0,1,3,4,4,0,6,21,0,0,8,6,3,4,0,3,3,5,3,0,0,6,0,3,0,3,0,3,0,3,4,4,3,0,13,3,0,0,0,0,0,0,0,3,0,0,0,4,3,4,0,0,0,0,0,0,0,2,0,0,0,0,3,4,3,0,6,7,6,4,0,27,0,0,0,0,0,0,4,0,0,0,3,12,6,3
THA,0,2,0,0,2,0,0,29,45,184,0,716,323,32,6,282,7,0,7,79,197,3,0,4,150,0,0,5,362,2,11,16,4,0,321,400,53,1047,6,14,6,3,0,184,0,0,10,34,0,0,151,250,634,0,0,142,3,9,157,190,3,311,170,22,230,2,0,607,0,0,4,1291,157,23,0,2,5,1,0,226,0,1,3,1,2,4,195,6,210,254,625,190,252,9,16,54,432,5,3,1203,8,44,1,98,0,9,519,4,69,14,0,2,0,0,171,2,153,8,154,0,14,0,1,4,4,242,0,2,8,2,89,0,10,8,0,0,30,14,558,0,3,0,64,3,0,300,100,65,270,31,279,13,66,160,0,9,262,1,218,4,3,0,153,0,77,282,8,151,6,5,267,0,0,3,2,4,0,2,172,2,0,1,50,21,183,1,0,1,1,0,1,2,0,1,0,1,0,2,10,262,0,423,30,30,209,9,2213,23,0,0,0,12,0,273,2,0,2,2,186,10,10
TJK,0,1,0,0,0,0,0,0,0,3,0,6,3,4,0,3,0,0,0,0,2,0,0,0,4,0,0,1,2,0,0,1,0,0,10,1,5,10,0,4,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,2,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,6,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,1,5,0,1,3,6,0,5,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,2,3,1,0,0,10,0,0,0,0,0,4,0,6,0,1,0,1,0,4,42,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,0,1,0,0,3,0,23,6,0,0,0,0,0,0,0,0,0,0,3,0,0
TKM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TLS,0,0,0,0,0,0,0,0,1,0,0,24,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,3,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,2,0,0,0,1,0,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0
TON,0,0,0,0,0,0,0,1,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,10,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TTO,0,0,0,4,1,0,0,6,9,4,0,15,5,0,0,7,4,0,1,5,7,4,2,0,1,2,0,2,9,21,5,2,2,0,19,13,8,12,1,6,4,0,0,11,1,0,11,3,0,1,0,2,12,0,3,7,1,4,8,9,0,10,5,6,7,1,0,13,0,4,0,74,2,7,0,0,1,0,0,11,4,0,1,0,6,1,5,1,1,5,30,7,9,4,5,7,12,14,4,9,2,5,4,0,0,2,10,5,0,5,4,1,2,0,7,0,0,4,1,0,4,0,0,2,0,12,0,0,0,1,2,0,1,4,0,2,1,3,7,4,2,0,9,2,0,8,7,5,8,2,5,8,5,5,0,2,8,0,8,3,4,0,4,0,7,9,3,12,1,0,9,0,0,0,1,2,0,0,6,0,0,1,5,4,8,0,0,1,0,0,0,3,2,0,0,0,0,0,5,8,0,7,4,1,5,3,81,0,0,0,1,3,0,4,1,1,0,4,15,2,1
TUN,0,2,0,7,6,0,0,98,27,8,1,79,85,2,1,135,13,0,9,13,13,27,0,6,4,0,0,3,71,2,8,4,3,0,181,89,28,134,8,17,9,0,0,26,0,0,9,5,0,0,9,35,205,1,0,33,0,174,10,98,0,372,13,21,36,0,0,1875,0,9,0,188,8,16,0,1,1,0,0,57,0,1,1,0,0,0,30,0,9,14,112,33,69,18,10,28,333,3,49,59,13,17,9,1,0,0,29,28,1,55,7,11,0,0,14,0,7,16,5,0,105,1,2,2,1,43,0,3,2,14,4,1,0,8,8,0,10,2,45,8,1,2,30,1,0,53,39,11,29,40,60,9,16,18,0,2,78,0,135,2,19,0,91,0,48,53,6,669,15,11,19,0,0,1,0,0,0,1,30,0,0,1,19,25,46,1,0,2,6,0,4,4,10,2,0,0,0,5,0,87,0,18,14,7,18,10,226,0,0,0,0,4,0,42,0,0,2,11,61,5,1
TUR,0,9,1,8,25,0,0,139,234,318,0,680,590,320,5,578,15,0,2,61,324,21,0,56,299,1,1,1,586,5,10,4,16,0,761,758,232,1008,8,55,14,1,0,318,1,1,18,37,0,1,344,582,1576,1,1,439,3,162,169,404,0,1141,226,33,416,0,0,1212,0,9,0,1969,304,32,0,1,4,0,0,682,1,1,5,0,0,3,315,1,481,89,646,324,823,140,33,365,1438,7,68,540,77,32,32,4,0,4,507,49,0,61,9,27,0,0,138,0,232,30,185,0,197,2,15,4,1,342,0,52,1,35,4,14,37,11,1,0,38,5,402,12,2,0,134,2,0,845,353,28,222,42,558,13,57,48,0,6,694,0,575,6,120,0,277,0,551,677,10,623,17,1,147,0,1,1,2,1,2,1,425,0,0,2,243,253,558,0,0,2,3,0,2,3,262,4,7,1,0,8,87,0,0,423,13,12,276,18,3278,31,0,0,0,19,0,54,0,0,7,20,379,9,5
TUV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TWN,0,0,0,9,3,0,0,107,196,270,0,988,435,117,1,382,18,0,5,39,258,15,0,4,268,0,4,3,497,4,21,3,8,0,825,640,227,4339,4,30,11,1,0,316,1,0,27,8,0,1,165,443,1236,0,1,295,2,14,166,257,0,761,185,40,292,1,0,963,0,9,3,1636,282,23,0,0,9,0,0,347,1,2,2,2,0,0,184,3,360,254,971,212,262,27,30,258,859,5,50,1840,18,35,12,4,0,1,1091,26,5,24,13,5,0,1,154,0,169,17,159,0,133,5,2,3,1,258,0,3,2,14,11,1,26,11,1,0,9,5,619,10,8,1,41,1,0,497,226,25,277,11,257,22,32,190,0,7,537,0,356,5,70,0,168,0,197,651,7,325,4,0,442,0,0,2,0,2,0,0,303,0,0,2,165,175,331,4,0,3,0,0,2,6,423,1,0,0,0,7,18,423,0,0,23,9,171,16,4810,28,0,1,0,14,0,339,0,0,1,9,261,8,2
TZA,0,1,2,10,0,0,0,18,14,6,0,95,21,0,10,76,28,0,14,37,6,11,0,1,2,0,0,2,55,2,11,3,17,3,101,140,17,87,22,37,31,15,0,18,0,0,11,1,0,0,1,12,163,1,0,68,1,11,11,25,0,54,9,67,29,2,0,62,0,8,5,397,4,55,0,10,7,4,2,13,0,1,1,1,1,2,12,2,1,24,67,16,19,11,10,14,57,1,13,57,8,147,11,9,1,1,36,10,3,16,13,5,0,0,19,5,2,12,1,0,9,0,0,6,1,22,0,0,21,5,8,0,0,34,1,0,4,45,25,17,2,8,60,1,0,101,81,38,37,7,36,13,26,25,0,4,23,0,21,1,11,0,13,0,11,19,28,25,9,13,19,0,0,3,3,0,1,0,16,0,0,2,11,8,104,5,0,2,0,0,2,7,30,0,0,1,0,4,14,13,0,23,0,107,11,4,559,1,0,0,0,3,0,27,0,0,0,8,184,43,33
UGA,0,1,3,3,0,0,0,11,20,2,0,79,21,1,10,105,24,0,23,16,4,4,1,1,4,0,0,2,55,3,4,1,30,3,163,99,11,43,19,41,38,16,0,20,0,0,10,3,0,0,2,8,95,0,0,40,1,8,8,24,0,50,12,59,23,0,0,93,0,3,7,470,3,58,0,7,8,1,0,10,0,1,4,3,1,2,10,2,3,17,54,16,9,4,6,14,60,2,5,30,7,230,6,6,0,1,17,5,0,8,8,1,0,0,5,4,3,9,1,0,8,0,0,6,1,27,0,0,16,4,5,0,0,22,1,0,5,73,20,12,1,8,82,1,0,115,48,13,20,3,18,5,20,12,0,1,14,0,19,0,4,0,5,0,10,16,38,13,13,22,12,0,0,1,11,0,0,1,7,8,0,2,8,4,84,9,0,2,0,0,2,6,30,0,0,0,0,1,7,12,0,9,107,0,8,4,856,1,0,2,0,2,1,23,0,0,0,4,244,43,62
UKR,0,0,0,8,6,0,0,26,43,206,0,211,425,61,0,375,8,0,0,13,224,13,0,14,239,0,0,2,434,1,7,4,6,0,133,477,48,577,8,10,9,0,0,229,0,0,12,35,0,0,163,504,1023,0,0,227,2,23,163,168,0,549,209,13,386,0,0,763,0,8,0,1053,186,12,0,0,0,0,0,386,0,0,3,0,1,31,247,1,378,53,391,346,192,16,10,103,644,0,19,294,137,17,14,0,0,0,374,9,0,18,8,4,0,0,134,1,365,12,333,0,15,0,20,2,0,272,0,18,1,14,2,7,3,7,1,0,4,1,191,7,1,0,17,1,0,323,126,11,182,5,203,14,51,81,0,2,1270,0,355,1,10,0,165,0,299,1162,8,118,3,1,35,0,0,0,0,2,0,0,207,0,0,0,304,161,306,1,0,0,0,0,2,4,209,3,0,0,0,5,18,276,0,171,11,8,0,7,998,39,0,0,1,4,0,85,0,0,2,6,96,8,1
URY,0,0,1,2,0,1,0,13,263,7,1,73,30,2,0,41,4,0,0,14,8,2,0,2,2,0,0,17,320,2,3,1,5,0,78,34,121,54,3,12,2,0,0,77,1,1,27,20,0,1,5,19,88,0,1,42,8,4,31,8,0,206,7,9,21,1,0,119,0,2,0,154,10,6,0,0,2,0,0,16,1,1,11,0,1,5,11,0,8,8,33,20,12,3,5,23,70,5,3,35,3,8,4,0,0,0,15,5,0,4,2,0,0,0,3,0,4,4,3,0,12,1,0,2,0,119,0,3,1,5,1,2,4,4,1,0,7,1,12,3,3,1,17,6,0,48,26,4,29,1,13,17,37,17,0,1,21,0,32,25,3,0,8,0,9,29,3,12,2,1,14,0,0,1,0,4,0,0,10,0,0,3,5,10,27,0,0,2,2,0,2,0,9,0,0,0,0,3,10,18,0,16,4,4,7,0,333,1,0,0,0,48,0,9,0,0,0,3,52,2,1
USA,9,31,17,18,35,2,1,1199,2388,426,10,16480,5023,192,16,6617,94,0,115,746,592,62,46,65,376,21,29,106,9735,47,26,23,190,10,26647,12269,2984,58633,104,278,193,71,2,1926,3,3,339,176,8,25,424,2896,28623,1,26,6085,112,174,684,2201,9,13021,605,519,3349,46,13,18996,2,25,34,38734,475,486,0,56,48,9,7,2957,168,36,184,25,31,111,746,106,2060,563,8896,2866,3179,358,429,5651,16903,98,569,13559,270,1183,33,148,2,47,10794,262,72,588,71,48,5,66,385,20,535,301,354,0,335,32,57,130,2,4040,18,98,149,80,98,19,121,142,4,1,23,386,1366,111,56,59,760,78,0,12411,3752,341,2792,153,1738,373,879,549,12,43,4276,4,2729,77,137,1,1129,0,1261,5167,216,3092,88,172,3893,1,4,15,62,46,6,7,812,8,0,14,654,821,8225,54,1,18,40,0,12,27,2213,23,0,6,2,81,226,3278,0,4810,559,856,998,333,0,53,1,28,3,305,4,890,20,26,13,44,4108,290,197
UZB,0,0,0,0,1,0,0,7,1,31,0,31,28,8,1,27,0,0,0,1,26,1,0,2,28,0,0,0,28,0,0,0,0,0,15,30,3,70,0,1,0,0,0,22,0,0,0,0,0,0,21,35,60,0,0,7,0,0,20,32,0,40,23,1,25,0,0,39,0,0,0,47,34,1,0,0,1,0,0,28,0,0,0,0,0,0,26,0,22,1,32,21,22,1,1,3,54,0,2,15,23,3,7,0,0,0,41,2,0,2,0,0,0,0,16,0,23,1,23,0,2,0,4,0,0,27,0,1,0,1,0,1,1,0,0,0,2,0,26,0,0,0,2,0,0,11,4,1,21,5,27,0,0,2,0,0,36,0,24,0,0,0,24,0,5,90,0,19,0,0,1,0,0,0,0,0,0,0,22,0,0,0,5,3,10,0,0,0,0,0,0,0,23,6,1,0,0,0,0,31,0,28,1,1,39,1,53,0,0,0,0,1,0,2,0,0,1,0,7,0,0
VAT,0,0,0,0,0,0,0,1,3,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,6,3,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,1,0,0,0,2,0,7,0,0,2,0,0,7,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,19,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,28,0,0,0,0,2,0,0,0,0,0,0,1,0,0
VCT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VEN,0,1,0,0,1,1,0,15,101,1,0,48,13,1,0,31,2,0,1,9,5,0,0,3,1,0,0,17,142,2,4,0,2,0,60,33,96,47,2,10,0,2,0,171,1,0,28,26,1,1,3,17,64,0,1,24,18,4,138,5,0,177,5,5,16,2,0,100,0,0,0,87,6,3,0,0,1,0,0,10,1,1,16,2,2,6,4,0,10,5,32,10,4,1,4,13,53,4,1,34,4,7,3,1,0,0,12,5,0,4,0,0,0,0,2,0,7,2,3,0,15,1,0,2,0,153,0,0,1,2,1,1,2,2,0,0,3,1,8,1,3,0,12,7,0,23,8,2,10,1,3,20,50,12,0,1,19,0,22,20,2,0,2,0,15,28,1,9,1,1,9,0,0,1,0,9,0,0,5,0,0,4,4,5,16,0,0,2,1,0,0,0,12,0,0,0,0,3,4,19,0,14,3,2,4,48,305,1,0,2,0,0,0,5,0,0,0,1,22,1,1
VGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,1
VNM,0,3,1,10,0,0,0,34,24,22,0,620,73,8,2,210,19,0,9,68,24,19,0,3,18,0,0,4,179,2,20,8,7,0,157,151,45,594,10,28,15,5,0,112,0,1,19,11,0,0,9,93,457,0,0,87,1,41,21,94,0,166,39,65,49,3,0,604,0,13,2,632,11,28,0,1,5,3,0,48,0,2,1,1,1,32,19,2,50,103,366,111,229,40,16,34,254,1,43,780,21,38,17,39,0,9,709,26,35,23,14,10,0,0,41,1,6,31,7,0,24,0,2,6,2,46,0,2,2,5,30,0,14,16,1,0,5,8,272,9,12,0,66,4,0,239,88,42,90,19,125,15,34,158,0,11,162,1,69,0,12,0,21,0,104,332,13,139,9,9,213,0,0,3,1,1,0,0,40,0,0,2,32,11,124,1,0,2,5,0,2,4,273,0,0,0,0,4,42,54,0,339,27,23,85,9,890,2,0,0,0,5,0,0,2,0,2,12,91,12,1
